Bloomberg Corporate Action Calendar - CACT<GO>,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Action Type,Security ID,Announce/Declared Date,Effective Date,Amd Flag,Summary,Summary,Summary,Summary,Summary,Summary
Spin-off,GE* MM Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE CI Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE X9 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE EU Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEEUR EZ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEEUR EP Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ PO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE EP Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEGBX EU Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEP T1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCP GR Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEP L3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ TQ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD PO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ B3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE EO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD L3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECL L1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECL L3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEP TQ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD B3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEEUR X9 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEN L3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEN TQ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEAA B3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD L1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEP L1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ IX Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ L1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECL CI Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCP GZ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEEUR EO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEN PO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECL B3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCP TH Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCP QT Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECHF EZ Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEN L1 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEAA L3 Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE AV Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,4GE TE Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECL PO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEGBX EO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GECHF EO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNEP PO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GERUB EU Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GNE FP Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEEUR EU Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GERUB EO Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GE PE Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEC LN Equity,11/9/2021,4/2/2024,Y,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,1GE IM Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD I2 Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEZ QX Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD QX Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEHUF EU Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD EB Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,1GEM L3 Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GEHUF EO Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD QE Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,1GEM L1 Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD IX Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,GCPD BQ Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,1GEM PO Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,1GEM B3 Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,0ADN LI Equity,11/9/2021,4/2/2024,N,Name: General Electric Co, Spun-Off Company Name: GE Renewable Energy & Power & Digital business, Spun-Off Company Ticker: GEV US Equity, Terms:  1 per 4, Record Date: 2024/03/19, Pay Date: 2024/04/02
Spin-off,J US Equity,11/23/2023,9/30/2024,Y,Name: Jacobs Solutions Inc, Spun-Off Company Name: Amentum Holdings Inc, Spun-Off Company Ticker: AMTM US Equity, Terms:  1 per 1, Record Date: 2024/09/23, Pay Date: 2024/09/27
Spin-off,Z0Y TH Equity,11/23/2023,9/30/2024,Y,Name: Jacobs Solutions Inc, Spun-Off Company Name: Amentum Holdings Inc, Spun-Off Company Ticker: AMTM US Equity, Terms:  1 per 1, Record Date: 2024/09/23, Pay Date: 2024/09/27
Spin-off,J* MM Equity,11/23/2023,9/30/2024,Y,Name: Jacobs Solutions Inc, Spun-Off Company Name: Amentum Holdings Inc, Spun-Off Company Ticker: AMTM US Equity, Terms:  1 per 1, Record Date: 2024/09/23, Pay Date: 2024/09/27
Spin-off,Z0Y GR Equity,11/23/2023,9/30/2024,Y,Name: Jacobs Solutions Inc, Spun-Off Company Name: Amentum Holdings Inc, Spun-Off Company Ticker: AMTM US Equity, Terms:  1 per 1, Record Date: 2024/09/23, Pay Date: 2024/09/27
Spin-off,0JOI LN Equity,11/23/2023,9/30/2024,Y,Name: Jacobs Solutions Inc, Spun-Off Company Name: Amentum Holdings Inc, Spun-Off Company Ticker: AMTM US Equity, Terms:  1 per 1, Record Date: 2024/09/23, Pay Date: 2024/09/27
Spin-off,LEN US Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1EUR EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1GBX EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN* MM Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN TH Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1USD X9 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN GR Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1EUR X9 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,0JU0 LN Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN QT Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1EUR EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,0JU0L PO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,0JU0L B3 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1EUR EZ Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1USD EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1USD EZ Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN GZ Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN SW Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1USD EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1USD EP Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,0JU0L L3 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1GBX EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN1EUR EP Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,0JU0L L1 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/B US Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BEUR EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BGBP EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LENB* MM Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BUSD X9 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BGBP EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN0 QT Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BEUR X9 Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BEUR EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LNN0 GZ Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BUSD EO Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
Spin-off,LEN/BUSD EU Equity,1/10/2025,1/21/2025,Y,Name: Lennar Corp, Spun-Off Company Name: Millrose Properties Inc, Spun-Off Company Ticker: MRP US Equity, Terms:  1 per 2, Record Date: 2025/01/21, Pay Date: 2025/02/07
